arm,doc_id,field,truth_present,truth_value,predicted_value,abstained,emitted,confidence,grounded,requires_normalisation,strict_correct,canonical_correct,span_exact,span_iou,n_iters,reason
span_only,35,subtotal,True,"EUR 28,431.61","109.25 EUR 1,748.00 Composite Adapter",False,True,0.010202872566878796,True,False,False,False,False,0.0,0,
span_only,35,tax,True,"EUR 1,421.58","Forward EUR 17,988.14 Discount EUR 12,577.98",False,True,0.008818005211651325,True,False,False,False,False,0.0,0,
span_only,35,total,True,"EUR 29,853.19",5 EUR 131.83,False,True,0.026339970529079437,True,False,False,False,False,0.0,0,
span_only,36,invoice_id,True,BILL-14181,15171.42,False,True,0.007897942326962948,True,False,False,False,False,0.0,0,
span_only,36,invoice_date,True,2025-04-12,Amount Due GBP 15171.42,False,True,0.010913045145571232,True,True,False,False,False,0.0,0,
span_only,36,due_date,True,2025-04-26,Housing 23 GBP 341.56,False,True,0.009237014688551426,True,True,False,False,False,0.0,0,
span_only,36,vendor_name,True,Fairmount Components,Units Price Value Brass Clamp 12,False,True,0.00813127402216196,True,False,False,False,False,0.0,0,
span_only,36,po_number,True,ORD-31873,Sleeve 17 GBP 93.39,False,True,0.011412998661398888,True,False,False,False,False,0.0,0,
span_only,36,subtotal,True,GBP 14448.97,Retainer 8 GBP 19.04 GBP 152.32,False,True,0.007118032779544592,True,False,False,False,False,0.0,0,
span_only,36,tax,True,GBP 722.45,Bronze Retainer 8,False,True,0.008314893580973148,True,False,False,False,False,0.0,0,
span_only,36,total,True,GBP 15171.42,591.80 Alloy Housing,False,True,0.010804418474435806,True,False,False,False,False,0.0,0,
span_only,37,invoice_id,True,BILL-34761,425.77,False,True,0.00829178374260664,True,False,False,False,False,0.0,0,
span_only,37,invoice_date,True,2024-09-29,"EUR 304.00 EUR 1,216.00",False,True,0.011550100520253181,True,False,False,False,False,0.0,0,
span_only,37,due_date,True,2024-11-28,Housing 21,False,True,0.0071047088131308556,True,True,False,False,False,0.0,0,
span_only,37,vendor_name,True,Pinnacle Supply,"36,636.51 Sales Tax (10%) EUR 3,663.65",False,True,0.005992676131427288,True,False,False,False,False,0.0,0,
span_only,37,po_number,False,,89.55,False,True,0.010516095906496048,True,False,False,False,False,,0,
span_only,37,subtotal,True,"EUR 36,636.51",Titanium Valve 13 EUR 352.85,False,True,0.011248009279370308,True,False,False,False,False,0.0,0,
span_only,37,tax,True,"EUR 3,663.65",Value Steel Clamp 3/8in,False,True,0.012484975159168243,True,False,False,False,False,0.0,0,
span_only,37,total,True,"EUR 40,300.16","9,510.00 Polymer Pinion 23 EUR 338.78",False,True,0.010586421936750412,True,False,False,False,False,0.0,0,
span_only,38,invoice_id,True,BILL-63448,122.69,False,True,0.012127714231610298,True,False,False,False,False,0.0,0,
span_only,38,invoice_date,True,2024-12-30,Polymer Coupling M8 20,False,True,0.012719349004328251,True,True,False,False,False,0.0,0,
span_only,38,due_date,True,2025-01-20,Housing M12 9,False,True,0.010101348161697388,True,True,False,False,False,0.0,0,
span_only,38,vendor_name,True,Orchard Fabrication SA,Retainer 4 $,False,True,0.004843344911932945,True,False,False,False,False,0.0,0,
span_only,38,po_number,True,PO-41832,1840.35,False,True,0.0071919444017112255,True,False,False,False,False,0.0,0,
span_only,38,subtotal,True,$ 28703.51,DN25 13 $ 158.71 $,False,True,0.007448524236679077,True,False,False,False,False,0.0,0,
span_only,38,tax,True,$ 1435.18,Valve 16 $ 197.28,False,True,0.017819231376051903,True,False,False,False,False,0.0,0,
span_only,38,total,True,$ 30138.69,28703.51 VAT (5%) $ 1435.18 TOTAL,False,True,0.014155244454741478,True,False,False,False,False,0.1228322393707198,0,
span_only,39,invoice_id,True,DOC-75884,"376.63 5,649.45 Composite",False,True,0.012098521925508976,True,False,False,False,False,0.0,0,
span_only,39,invoice_date,True,2024-07-10,"Amount Paid 6,171.08",False,True,0.011590271256864071,True,False,False,False,False,0.0,0,
span_only,39,due_date,False,,"Previous Balance 24,088.94 Net Amount 26,766.08",False,True,0.010493147186934948,True,False,False,False,False,,0,
span_only,39,vendor_name,True,Pinnacle Materials,"Previous Balance 24,088.94 Net Amount",False,True,0.009051281027495861,True,False,False,False,False,0.0,0,
span_only,39,po_number,False,,Document No DOC-75884,False,True,0.011034144088625908,True,False,False,False,False,,0,
span_only,39,subtotal,True,"26,766.08","234.95 1,409.70 Graphite Retainer 1/4in 23",False,True,0.01100187562406063,True,False,False,False,False,0.0,0,
span_only,39,tax,True,"1,338.30",No DOC-75884 Issued 2024-07-10 Description,False,True,0.010830271057784557,True,False,False,False,False,0.0,0,
span_only,39,total,True,"28,104.38","Balance 24,088.94 Net Amount 26,766.08",False,True,0.015274410136044025,True,False,False,False,False,0.0,0,
span_verify,32,invoice_id,True,BILL-48605,,True,False,0.011727184988558292,False,False,False,False,False,,3,checks_failed
span_verify,32,invoice_date,True,2023-12-26,,True,False,0.007685800548642874,False,False,False,False,False,,3,checks_failed
span_verify,32,due_date,True,2024-01-09,,True,False,0.00851033441722393,False,True,False,False,False,,3,checks_failed
span_verify,32,vendor_name,True,Bluecrest Fabrication,,True,False,0.012313010171055794,False,False,False,False,False,,3,checks_failed
span_verify,32,po_number,True,ORD-44084,,True,False,0.0140449283644557,False,False,False,False,False,,3,checks_failed
span_verify,32,subtotal,True,"31,511.26",,True,False,0.009683255106210709,False,False,False,False,False,,3,checks_failed
span_verify,32,tax,True,"3,151.13",146.57,False,True,0.010046343319118023,True,False,False,False,False,0.0,1,
span_verify,32,total,True,"34,662.39","7,141.14",False,True,0.01162027195096016,True,False,False,False,False,0.0,2,
span_verify,33,invoice_id,True,BILL-94425,,True,False,0.00981414970010519,False,False,False,False,False,,3,checks_failed
span_verify,33,invoice_date,True,2024-08-29,,True,False,0.011720179580152035,False,False,False,False,False,,3,checks_failed
span_verify,33,due_date,True,2024-10-13,,True,False,0.013600392267107964,False,False,False,False,False,,3,checks_failed
span_verify,33,vendor_name,True,Fairmount Technical LLC,Fairmount Technical LLC,False,True,0.011924336664378643,True,False,True,True,True,1.0,1,
span_verify,33,po_number,False,,,True,False,0.013804092071950436,False,False,True,True,False,,3,checks_failed
span_verify,33,subtotal,False,,,True,False,0.00870226975530386,False,False,True,True,False,,3,checks_failed
span_verify,33,tax,True,764.09,,True,False,0.014819526113569736,False,False,False,False,False,,3,checks_failed
span_verify,33,total,True,"8,405.02",,True,False,0.01922363042831421,False,False,False,False,False,,3,checks_failed
span_verify,34,invoice_id,True,DOC-80058,,True,False,0.013844768516719341,False,False,False,False,False,,3,checks_failed
span_verify,34,invoice_date,True,2024-09-27,,True,False,0.011282174848020077,False,False,False,False,False,,3,checks_failed
span_verify,34,due_date,True,2024-10-27,,True,False,0.014552751556038857,False,False,False,False,False,,3,checks_failed
span_verify,34,vendor_name,True,Corvus Systems Inc,,True,False,0.01258784532546997,False,False,False,False,False,,3,checks_failed
span_verify,34,po_number,False,,,True,False,0.007705385331064463,False,False,True,True,False,,2,checks_failed
span_verify,34,subtotal,True,"18,924.58",,True,False,0.010025826282799244,False,False,False,False,False,,3,checks_failed
span_verify,34,tax,True,946.23,,True,False,0.014466135762631893,False,False,False,False,False,,3,checks_failed
span_verify,34,total,True,"19,870.81","2,178.54",False,True,0.013588683679699898,True,False,False,False,False,0.0,1,
span_verify,35,invoice_id,True,IN-48976,,True,False,0.01354558952152729,False,False,False,False,False,,3,checks_failed
span_verify,35,invoice_date,True,2024-11-24,,True,False,0.013550867326557636,False,False,False,False,False,,3,checks_failed
span_verify,35,due_date,False,,,True,False,0.007103960495442152,False,False,True,True,False,,3,checks_failed
span_verify,35,vendor_name,True,Northwind Materials Co,Composite,False,True,0.005939175840467215,True,False,False,False,False,0.0,1,
span_verify,35,po_number,True,PO-15031,,True,False,0.011310141533613205,False,False,False,False,False,,3,checks_failed
span_verify,35,subtotal,True,"EUR 28,431.61",,True,False,0.010202872566878796,False,False,False,False,False,,3,checks_failed
span_verify,35,tax,True,"EUR 1,421.58","12,577.98",False,True,0.007403410971164703,True,False,False,False,False,0.0,2,
span_verify,35,total,True,"EUR 29,853.19",5,False,True,0.007859928533434868,True,False,False,False,False,0.0,2,
span_verify,36,invoice_id,True,BILL-14181,,True,False,0.007897942326962948,False,False,False,False,False,,3,checks_failed
span_verify,36,invoice_date,True,2025-04-12,,True,False,0.010913045145571232,False,True,False,False,False,,3,checks_failed
span_verify,36,due_date,True,2025-04-26,,True,False,0.009237014688551426,False,True,False,False,False,,3,checks_failed
span_verify,36,vendor_name,True,Fairmount Components,,True,False,0.00813127402216196,False,False,False,False,False,,3,checks_failed
span_verify,36,po_number,True,ORD-31873,,True,False,0.011412998661398888,False,False,False,False,False,,3,checks_failed
span_verify,36,subtotal,True,GBP 14448.97,,True,False,0.007118032779544592,False,False,False,False,False,,3,checks_failed
span_verify,36,tax,True,GBP 722.45,,True,False,0.008314893580973148,False,False,False,False,False,,3,checks_failed
span_verify,36,total,True,GBP 15171.42,591.80,False,True,0.01067558117210865,True,False,False,False,False,0.0,1,
span_verify,37,invoice_id,True,BILL-34761,,True,False,0.00829178374260664,False,False,False,False,False,,3,checks_failed
span_verify,37,invoice_date,True,2024-09-29,,True,False,0.011550100520253181,False,False,False,False,False,,3,checks_failed
span_verify,37,due_date,True,2024-11-28,,True,False,0.0071047088131308556,False,True,False,False,False,,3,checks_failed
span_verify,37,vendor_name,True,Pinnacle Supply,Terms,False,True,0.005216625053435564,True,False,False,False,False,0.0,1,
span_verify,37,po_number,False,,,True,False,0.010516095906496048,False,False,True,True,False,,3,checks_failed
span_verify,37,subtotal,True,"EUR 36,636.51",,True,False,0.011248009279370308,False,False,False,False,False,,3,checks_failed
span_verify,37,tax,True,"EUR 3,663.65",,True,False,0.012484975159168243,False,False,False,False,False,,3,checks_failed
span_verify,37,total,True,"EUR 40,300.16",,True,False,0.010586421936750412,False,False,False,False,False,,3,checks_failed
span_verify,38,invoice_id,True,BILL-63448,,True,False,0.012127714231610298,False,False,False,False,False,,3,checks_failed
span_verify,38,invoice_date,True,2024-12-30,,True,False,0.012719349004328251,False,True,False,False,False,,3,checks_failed
span_verify,38,due_date,True,2025-01-20,,True,False,0.010101348161697388,False,True,False,False,False,,3,checks_failed
span_verify,38,vendor_name,True,Orchard Fabrication SA,,True,False,0.004843344911932945,False,False,False,False,False,,3,checks_failed
span_verify,38,po_number,True,PO-41832,,True,False,0.0071919444017112255,False,False,False,False,False,,3,checks_failed
span_verify,38,subtotal,True,$ 28703.51,,True,False,0.007448524236679077,False,False,False,False,False,,3,checks_failed
span_verify,38,tax,True,$ 1435.18,,True,False,0.017819231376051903,False,False,False,False,False,,3,checks_failed
span_verify,38,total,True,$ 30138.69,,True,False,0.014155244454741478,False,False,False,False,False,,3,checks_failed
span_verify,39,invoice_id,True,DOC-75884,,True,False,0.012098521925508976,False,False,False,False,False,,3,checks_failed
span_verify,39,invoice_date,True,2024-07-10,,True,False,0.011590271256864071,False,False,False,False,False,,3,checks_failed
span_verify,39,due_date,False,,,True,False,0.010493147186934948,False,False,True,True,False,,3,checks_failed
span_verify,39,vendor_name,True,Pinnacle Materials,,True,False,0.009051281027495861,False,False,False,False,False,,3,checks_failed
span_verify,39,po_number,False,,,True,False,0.011034144088625908,False,False,True,True,False,,3,checks_failed
span_verify,39,subtotal,True,"26,766.08","2,835.91",False,True,0.009153898805379868,True,False,False,False,False,0.0,1,
span_verify,39,tax,True,"1,338.30",,True,False,0.010830271057784557,False,False,False,False,False,,3,checks_failed
span_verify,39,total,True,"28,104.38","26,766.08",False,True,0.009188484400510788,True,False,False,False,False,0.0,2,
span_verify_norm,32,invoice_id,True,BILL-48605,,True,False,0.011727184988558292,False,False,False,False,False,,3,checks_failed
span_verify_norm,32,invoice_date,True,2023-12-26,,True,False,0.007685800548642874,False,False,False,False,False,,3,checks_failed
span_verify_norm,32,due_date,True,2024-01-09,,True,False,0.00851033441722393,False,True,False,False,False,,3,checks_failed
span_verify_norm,32,vendor_name,True,Bluecrest Fabrication,,True,False,0.012313010171055794,False,False,False,False,False,,3,checks_failed
span_verify_norm,32,po_number,True,ORD-44084,,True,False,0.0140449283644557,False,False,False,False,False,,3,checks_failed
span_verify_norm,32,subtotal,True,"31,511.26",,True,False,0.009683255106210709,False,False,False,False,False,,3,checks_failed
span_verify_norm,32,tax,True,"3,151.13",146.57,False,True,0.010046343319118023,True,False,False,False,False,0.0,1,
span_verify_norm,32,total,True,"34,662.39","7,141.14",False,True,0.01162027195096016,True,False,False,False,False,0.0,2,
span_verify_norm,33,invoice_id,True,BILL-94425,,True,False,0.00981414970010519,False,False,False,False,False,,3,checks_failed
span_verify_norm,33,invoice_date,True,2024-08-29,,True,False,0.011720179580152035,False,False,False,False,False,,3,checks_failed
span_verify_norm,33,due_date,True,2024-10-13,,True,False,0.013600392267107964,False,False,False,False,False,,3,checks_failed
span_verify_norm,33,vendor_name,True,Fairmount Technical LLC,Fairmount Technical LLC,False,True,0.011924336664378643,True,False,True,True,True,1.0,1,
span_verify_norm,33,po_number,False,,,True,False,0.013804092071950436,False,False,True,True,False,,3,checks_failed
span_verify_norm,33,subtotal,False,,,True,False,0.00870226975530386,False,False,True,True,False,,3,checks_failed
span_verify_norm,33,tax,True,764.09,,True,False,0.014819526113569736,False,False,False,False,False,,3,checks_failed
span_verify_norm,33,total,True,"8,405.02",,True,False,0.01922363042831421,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,invoice_id,True,DOC-80058,,True,False,0.013844768516719341,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,invoice_date,True,2024-09-27,,True,False,0.011282174848020077,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,due_date,True,2024-10-27,,True,False,0.014552751556038857,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,vendor_name,True,Corvus Systems Inc,,True,False,0.01258784532546997,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,po_number,False,,,True,False,0.007705385331064463,False,False,True,True,False,,2,checks_failed
span_verify_norm,34,subtotal,True,"18,924.58",,True,False,0.010025826282799244,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,tax,True,946.23,,True,False,0.014466135762631893,False,False,False,False,False,,3,checks_failed
span_verify_norm,34,total,True,"19,870.81","2,178.54",False,True,0.013588683679699898,True,False,False,False,False,0.0,1,
span_verify_norm,35,invoice_id,True,IN-48976,,True,False,0.01354558952152729,False,False,False,False,False,,3,checks_failed
span_verify_norm,35,invoice_date,True,2024-11-24,,True,False,0.013550867326557636,False,False,False,False,False,,3,checks_failed
span_verify_norm,35,due_date,False,,,True,False,0.007103960495442152,False,False,True,True,False,,3,checks_failed
span_verify_norm,35,vendor_name,True,Northwind Materials Co,Composite,False,True,0.005939175840467215,True,False,False,False,False,0.0,1,
span_verify_norm,35,po_number,True,PO-15031,,True,False,0.011310141533613205,False,False,False,False,False,,3,checks_failed
span_verify_norm,35,subtotal,True,"EUR 28,431.61",,True,False,0.010202872566878796,False,False,False,False,False,,3,checks_failed
span_verify_norm,35,tax,True,"EUR 1,421.58","12,577.98",False,True,0.007403410971164703,True,False,False,False,False,0.0,2,
span_verify_norm,35,total,True,"EUR 29,853.19",5,False,True,0.007859928533434868,True,False,False,False,False,0.0,2,
span_verify_norm,36,invoice_id,True,BILL-14181,,True,False,0.007897942326962948,False,False,False,False,False,,3,checks_failed
span_verify_norm,36,invoice_date,True,2025-04-12,,True,False,0.010913045145571232,False,True,False,False,False,,3,checks_failed
span_verify_norm,36,due_date,True,2025-04-26,,True,False,0.009237014688551426,False,True,False,False,False,,3,checks_failed
span_verify_norm,36,vendor_name,True,Fairmount Components,,True,False,0.00813127402216196,False,False,False,False,False,,3,checks_failed
span_verify_norm,36,po_number,True,ORD-31873,,True,False,0.011412998661398888,False,False,False,False,False,,3,checks_failed
span_verify_norm,36,subtotal,True,GBP 14448.97,,True,False,0.007118032779544592,False,False,False,False,False,,3,checks_failed
span_verify_norm,36,tax,True,GBP 722.45,,True,False,0.008314893580973148,False,False,False,False,False,,3,checks_failed
span_verify_norm,36,total,True,GBP 15171.42,591.80,False,True,0.01067558117210865,True,False,False,False,False,0.0,1,
span_verify_norm,37,invoice_id,True,BILL-34761,,True,False,0.00829178374260664,False,False,False,False,False,,3,checks_failed
span_verify_norm,37,invoice_date,True,2024-09-29,,True,False,0.011550100520253181,False,False,False,False,False,,3,checks_failed
span_verify_norm,37,due_date,True,2024-11-28,,True,False,0.0071047088131308556,False,True,False,False,False,,3,checks_failed
span_verify_norm,37,vendor_name,True,Pinnacle Supply,Terms,False,True,0.005216625053435564,True,False,False,False,False,0.0,1,
span_verify_norm,37,po_number,False,,,True,False,0.010516095906496048,False,False,True,True,False,,3,checks_failed
span_verify_norm,37,subtotal,True,"EUR 36,636.51",,True,False,0.011248009279370308,False,False,False,False,False,,3,checks_failed
span_verify_norm,37,tax,True,"EUR 3,663.65",,True,False,0.012484975159168243,False,False,False,False,False,,3,checks_failed
span_verify_norm,37,total,True,"EUR 40,300.16",,True,False,0.010586421936750412,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,invoice_id,True,BILL-63448,,True,False,0.012127714231610298,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,invoice_date,True,2024-12-30,,True,False,0.012719349004328251,False,True,False,False,False,,3,checks_failed
span_verify_norm,38,due_date,True,2025-01-20,,True,False,0.010101348161697388,False,True,False,False,False,,3,checks_failed
span_verify_norm,38,vendor_name,True,Orchard Fabrication SA,,True,False,0.004843344911932945,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,po_number,True,PO-41832,,True,False,0.0071919444017112255,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,subtotal,True,$ 28703.51,,True,False,0.007448524236679077,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,tax,True,$ 1435.18,,True,False,0.017819231376051903,False,False,False,False,False,,3,checks_failed
span_verify_norm,38,total,True,$ 30138.69,,True,False,0.014155244454741478,False,False,False,False,False,,3,checks_failed
span_verify_norm,39,invoice_id,True,DOC-75884,,True,False,0.012098521925508976,False,False,False,False,False,,3,checks_failed
span_verify_norm,39,invoice_date,True,2024-07-10,,True,False,0.011590271256864071,False,False,False,False,False,,3,checks_failed
span_verify_norm,39,due_date,False,,,True,False,0.010493147186934948,False,False,True,True,False,,3,checks_failed
span_verify_norm,39,vendor_name,True,Pinnacle Materials,,True,False,0.009051281027495861,False,False,False,False,False,,3,checks_failed
span_verify_norm,39,po_number,False,,,True,False,0.011034144088625908,False,False,True,True,False,,3,checks_failed
span_verify_norm,39,subtotal,True,"26,766.08","2,835.91",False,True,0.009153898805379868,True,False,False,False,False,0.0,1,
span_verify_norm,39,tax,True,"1,338.30",,True,False,0.010830271057784557,False,False,False,False,False,,3,checks_failed
span_verify_norm,39,total,True,"28,104.38","26,766.08",False,True,0.009188484400510788,True,False,False,False,False,0.0,2,
