arm,doc_id,field,truth_present,truth_value,predicted_value,abstained,emitted,confidence,grounded,requires_normalisation,strict_correct,canonical_correct,span_exact,span_iou,n_iters,reason,seed
heuristic,1509,vendor_name,True,Umberton Trading SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1509,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1509,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1509,tax,True,$ 874.26,$ 874.26,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1509,total,True,$ 18359.37,$ 18359.37,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1510,invoice_id,True,DOC-60333,DOC-60333,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1510,invoice_date,True,2025-01-12,2025-01-12,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1510,due_date,True,2025-02-26,2025-02-26,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1510,vendor_name,True,Thornbury Industrial SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1510,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1510,subtotal,True,$ 18361.62,$ 18361.62,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1510,tax,True,$ 3672.32,$ 3672.32,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1510,total,True,$ 22033.94,$ 22033.94,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1511,invoice_id,True,DOC-63315,DOC-63315,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1511,invoice_date,True,2024-10-30,2024-10-30,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1511,due_date,True,2024-12-29,2024-12-29,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1511,vendor_name,True,Quarry Supply SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1511,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1511,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1511,tax,True,GBP 1385.55,GBP 1385.55,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1511,total,True,GBP 29096.56,GBP 29096.56,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1512,invoice_id,True,INV-88031,INV-88031,False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,0
heuristic,1512,invoice_date,True,2024-08-10,2024-08-10,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1512,due_date,True,2024-08-24,2024-08-24,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1512,vendor_name,True,Norwood Analytics GmbH,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1512,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1512,subtotal,True,GBP 22843.35,GBP 22843.35,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1512,tax,True,GBP 2284.34,GBP 2284.34,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1512,total,True,GBP 25127.69,GBP 25127.69,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1513,invoice_id,True,DOC-10768,DOC-10768,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1513,invoice_date,True,2023-12-24,"Dec 24, 2023",False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1513,due_date,True,2024-01-14,2024-01-14,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1513,vendor_name,True,Northwind Technical Ltd,Ltd,False,True,1.0,True,False,False,False,False,0.015253705809039174,0,,0
heuristic,1513,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1513,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1513,tax,True,"EUR 1,664.98","EUR 1,664.98",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1513,total,True,"EUR 34,964.65","EUR 34,964.65",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1514,invoice_id,True,BILL-19041,BILL-19041,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1514,invoice_date,True,2024-02-02,2024-02-02,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1514,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1514,vendor_name,True,Kestrel Supply SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1514,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1514,subtotal,True,$ 23558.08,$ 23558.08,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1514,tax,True,$ 1177.90,$ 1177.90,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1514,total,True,$ 24735.98,$ 24735.98,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1515,invoice_id,True,BILL-23041,BILL-23041,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1515,invoice_date,True,2024-10-04,2024-11-18,False,True,0.6666666666666666,True,False,False,False,False,0.0,0,,0
heuristic,1515,due_date,True,2024-11-18,2024-11-18,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1515,vendor_name,True,Meridian Technical Inc,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1515,po_number,True,PO-03742,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1515,subtotal,True,GBP 21055.95,GBP 21055.95,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1515,tax,True,GBP 1052.80,GBP 1052.80,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1515,total,True,GBP 22108.75,GBP 22108.75,False,True,0.43795620437956206,True,False,True,True,True,1.0,0,,0
heuristic,1516,invoice_id,True,INV-86020,INV-86020,False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,0
heuristic,1516,invoice_date,True,2024-08-09,9th of August 2024,False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1516,due_date,True,2024-08-30,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1516,vendor_name,True,Orchard Fabrication Ltd,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1516,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1516,subtotal,True,$ 19512.96,$ 19512.96,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1516,tax,True,$ 3902.59,$ 3902.59,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1516,total,True,$ 23415.55,$ 23415.55,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1517,invoice_id,True,IN-53777,IN-53777,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1517,invoice_date,True,2024-06-17,"Jun 17, 2024",False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1517,due_date,True,2024-08-01,2024-08-01,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1517,vendor_name,True,Quarry Fabrication LLC,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1517,po_number,True,ORD-23164,ORD-23164,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1517,subtotal,True,GBP 53068.47,GBP 53068.47,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1517,tax,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1517,total,True,GBP 58375.32,GBP 58375.32,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1518,invoice_id,True,INV-27877,INV-27877,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1518,invoice_date,True,2024-12-14,14th of December 2024,False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1518,due_date,True,2025-01-13,2025-01-13,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1518,vendor_name,True,Aldergate Instruments GmbH,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1518,po_number,True,ORD-30955,ORD-30955,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1518,subtotal,True,GBP 25170.37,GBP 25170.37,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1518,tax,True,GBP 5034.07,GBP 5034.07,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1518,total,True,GBP 30204.44,GBP 30204.44,False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1519,invoice_id,True,INV-29588,INV-29588,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1519,invoice_date,True,2024-12-10,2024-12-10,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1519,due_date,True,2025-01-09,2025-01-09,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1519,vendor_name,True,Larchmont Instruments SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1519,po_number,True,PO-73838,PO-73838,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1519,subtotal,True,GBP 17026.35,GBP 17026.35,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1519,tax,True,GBP 1702.64,GBP 1702.64,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1519,total,True,GBP 18728.99,GBP 18728.99,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1520,invoice_id,True,INV-39716,INV-39716,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1520,invoice_date,True,2024-08-25,2024-08-25,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1520,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1520,vendor_name,True,Fairmount Supply,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1520,po_number,True,PO-24359,PO-24359,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1520,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1520,tax,True,$ 4838.42,$ 4838.42,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1520,total,True,$ 29030.52,$ 29030.52,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1521,invoice_id,True,IN-45366,IN-45366,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1521,invoice_date,True,2023-01-18,"Jan 18, 2023",False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1521,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1521,vendor_name,True,Thornbury Analytics,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1521,po_number,True,PO-92242,PO-92242,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1521,subtotal,True,"26,776.61","26,776.61",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1521,tax,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1521,total,True,"29,454.27","29,454.27",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1522,invoice_id,True,DOC-91744,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1522,invoice_date,True,2025-03-22,"Mar 22, 2025",False,True,0.6666666666666666,True,True,False,True,True,1.0,0,,0
heuristic,1522,due_date,True,2025-05-06,2025-05-06,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1522,vendor_name,True,Corvus Systems,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1522,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1522,subtotal,True,GBP 17265.22,,True,False,0.6666666666666666,False,False,False,False,False,,0,arithmetic_failed,0
heuristic,1522,tax,True,GBP 1726.52,,True,False,0.6666666666666666,False,False,False,False,False,,0,arithmetic_failed,0
heuristic,1522,total,True,GBP 18991.74,,True,False,0.10948905109489052,False,False,False,False,False,,3,arithmetic_failed,0
heuristic,1523,invoice_id,True,DOC-30371,DOC-30371,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1523,invoice_date,True,2023-05-16,2023-05-16,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1523,due_date,True,2023-06-15,15th of June 2023,False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1523,vendor_name,True,Quarry Industrial PLC,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1523,po_number,True,PO-31580,PO-31580,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1523,subtotal,True,$ 34142.79,$ 34142.79,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1523,tax,True,$ 6828.56,$ 6828.56,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1523,total,True,$ 40971.35,$ 40971.35,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1524,invoice_id,True,INV-04339,INV-04339,False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,0
heuristic,1524,invoice_date,True,2023-12-28,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1524,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1524,vendor_name,True,Redgate Technical SA,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1524,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1524,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1524,tax,True,"EUR 4,676.16","EUR 4,676.16",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1524,total,True,"EUR 28,056.97","EUR 28,056.97",False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1525,invoice_id,True,DOC-85668,DOC-85668,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1525,invoice_date,True,2023-11-19,2023-11-19,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1525,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1525,vendor_name,True,Corvus Instruments,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1525,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1525,subtotal,True,"EUR 19,155.47","EUR 19,155.47",False,True,0.48,True,False,True,True,True,1.0,0,,0
heuristic,1525,tax,True,"EUR 3,831.09","EUR 3,831.09",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1525,total,True,"EUR 22,986.56","EUR 22,986.56",False,True,0.21897810218978103,True,False,True,True,True,1.0,1,,0
heuristic,1526,invoice_id,True,INV-48839,INV-48839,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,invoice_date,True,2023-12-29,2023-12-29,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,due_date,True,2024-01-19,2024-01-19,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,vendor_name,True,Vantage Systems,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1526,po_number,True,ORD-69944,ORD-69944,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,subtotal,True,"$29,139.41","$29,139.41",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,tax,True,"$2,913.94","$2,913.94",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1526,total,True,"$32,053.35","$32,053.35",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,invoice_id,True,BILL-12333,BILL-12333,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,invoice_date,True,2025-02-17,2025-02-17,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,due_date,True,2025-03-10,2025-03-10,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,vendor_name,True,Ironvale Components,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1527,po_number,True,PO-61342,PO-61342,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,subtotal,True,"$20,124.00","$20,124.00",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,tax,True,"$1,006.20","$1,006.20",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1527,total,True,"$21,130.20","$21,130.20",False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,0
heuristic,1528,invoice_id,True,BILL-01872,BILL-01872,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1528,invoice_date,True,2025-03-29,"Mar 29, 2025",False,True,1.0,True,True,False,True,True,1.0,0,,0
heuristic,1528,due_date,True,2025-05-28,2025-05-28,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1528,vendor_name,True,Vantage Industrial Inc,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1528,po_number,True,PO-77593,PO-77593,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1528,subtotal,True,"$34,020.73","$34,020.73",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1528,tax,True,"$1,701.04","$1,701.04",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1528,total,True,"$35,721.77","$35,721.77",False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,0
heuristic,1529,invoice_id,True,BILL-37468,BILL-37468,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1529,invoice_date,True,2024-01-19,2024-02-18,False,True,0.6666666666666666,True,False,False,False,False,0.0,0,,0
heuristic,1529,due_date,True,2024-02-18,2024-02-18,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1529,vendor_name,True,Eastbrook Industrial,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1529,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1529,subtotal,True,"41,868.82","41,868.82",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1529,tax,True,"4,186.88","4,186.88",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1529,total,True,"46,055.70","46,055.70",False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1530,invoice_id,True,DOC-42288,DOC-42288,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1530,invoice_date,True,2024-05-05,2024-05-05,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1530,due_date,True,2024-05-26,2024-05-26,False,True,1.0,True,False,True,True,True,1.0,0,,0
heuristic,1530,vendor_name,True,Delphi Supply,,True,False,,False,False,False,False,False,,0,no_candidate,0
heuristic,1530,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,0
heuristic,1530,subtotal,True,GBP 23162.97,GBP 23162.97,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
heuristic,1530,tax,True,GBP 1158.15,GBP 1158.15,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,0
